Episode,Current_Epsilon,Score
181,0.4036245882390106,-1166
182,0.4016064652978155,-452
183,0.3995984329713264,-1414
184,0.3976004408064698,-444
185,0.39561243860243744,-432
186,0.3936343764094253,-474
187,0.39166620452737816,-878
188,0.3897078735047413,-1182
189,0.3877593341372176,-928
190,0.3858205374665315,-878
191,0.38389143477919885,-528
192,0.3819719776053028,-940
193,0.3800621177172763,-928
194,0.37816180712868996,-420
195,0.37627099809304654,-672
196,0.3743896431025813,-918
197,0.37251769488706843,-926
198,0.3706551064126331,-676
199,0.36880183088056995,-476
200,0.3669578217261671,-678
201,0.36512303261753626,-456
202,0.3632974174544486,-942
203,0.3614809303671764,-538
204,0.3596735257153405,-982
205,0.3578751580867638,-1360
206,0.35608578229633,-502
207,0.3543053533848483,-918
208,0.35253382661792404,-1316
209,0.3507711574848344,-946
210,0.34901730169741024,-448
211,0.3472722151889232,-750
212,0.3455358541129786,-572
213,0.3438081748424137,-918
214,0.3420891339682016,-1412
215,0.3403786882983606,-940
216,0.3386767948568688,-422
217,0.33698341088258443,-482
218,0.3352984938281715,-512
219,0.33362200135903064,-464
220,0.33195389135223546,-938
221,0.3302941218954743,-1392
222,0.32864265128599696,-942
223,0.326999438029567,-926
224,0.3253644408394192,-422
225,0.3237376186352221,-922
226,0.322118930542046,-936
227,0.32050833588933575,-538
228,0.31890579420988907,-958
229,0.3173112652388396,-554
230,0.3157247089126454,-472
231,0.3141460853680822,-682
232,0.3125753549412418,-498
233,0.31101247816653554,-434
234,0.30945741577570285,-408
235,0.3079101286968243,-456
236,0.3063705780533402,-928
237,0.30483872516307353,-554
238,0.3033145315372582,-928
239,0.3017979588795719,-570
240,0.30028896908517405,-454
241,0.2987875242397482,-552
242,0.29729358661854943,-1066
243,0.29580711868545667,-492
244,0.2943280830920294,-440
245,0.29285644267656924,-950
246,0.2913921604631864,-466
247,0.28993519966087045,-670
248,0.2884855236625661,-442
249,0.28704309604425327,-940
250,0.285607880564032,-1244
251,0.28417984116121187,-936
252,0.2827589419554058,-892
253,0.28134514724562876,-446
254,0.2799384215094006,-930
255,0.27853872940185365,-936
256,0.27714603575484437,-426
257,0.2757603055760701,-954
258,0.2743815040481898,-804
259,0.2730095965279488,-936
260,0.27164454854530906,-1392
261,0.2702863258025825,-942
262,0.2689348941735696,-938
263,0.26759021970270175,-1326
264,0.2662522686041882,-560
265,0.2649210072611673,-692
266,0.26359640222486147,-688
267,0.26227842021373715,-436
268,0.2609670281126685,-912
269,0.25966219297210513,-678
270,0.2583638820072446,-612
271,0.2570720625972084,-940
272,0.25578670228422234,-938
273,0.25450776877280124,-938
274,0.2532352299289372,-912
275,0.2519690537792925,-932
276,0.2507092085103961,-560
277,0.2494556624678441,-920
278,0.24820838415550486,-554
279,0.24696734223472733,-948
280,0.2457325055235537,-494
281,0.24450384299593592,-538
282,0.24328132378095624,-950
283,0.24206491716205145,-936
284,0.2408545925762412,-1210
285,0.23965031961336,-928
286,0.2384520680152932,-542
287,0.23725980767521673,-956
288,0.23607350863684065,-1414
289,0.23489314109365644,-542
290,0.23371867538818816,-1408
291,0.23255008201124722,-494
292,0.231387331601191,-536
293,0.23023039494318503,-664
294,0.2290792429684691,-1416
295,0.22793384675362674,-922
296,0.22679417751985861,-884
297,0.22566020663225933,-438
298,0.22453190559909803,-562
299,0.22340924607110255,-1366
300,0.22229219984074702,-498
301,0.2211807388415433,-490
302,0.22007483514733558,-946
303,0.2189744609715989,-862
304,0.2178795886667409,-564
305,0.2167901907234072,-452
306,0.21570623976979014,-418
307,0.21462770857094118,-230
308,0.21355457002808648,-936
309,0.21248679717794605,-930
310,0.21142436319205632,-438
311,0.21036724137609603,-668
312,0.20931540516921554,-460
313,0.20826882814336947,-890
314,0.20722748400265262,-932
315,0.20619134658263935,-560
316,0.20516038984972615,-916
317,0.2041345879004775,-480
318,0.2031139149609751,-1336
319,0.20209834538617025,-468
320,0.2010878536592394,-418
321,0.2000824143909432,-442
322,0.19908200231898848,-432
323,0.19808659230739353,-680
324,0.19709615934585656,-950
325,0.19611067854912728,-490
326,0.19513012515638165,-494
327,0.19415447453059972,-992
328,0.19318370215794672,-1400
329,0.192217783647157,-940
330,0.1912566947289212,-1354
331,0.1903004112552766,-1400
332,0.18934890919900021,-934
333,0.18840216465300522,-926
334,0.18746015382974018,-562
335,0.1865228530605915,-674
336,0.18559023879528855,-554
337,0.1846622876013121,-558
338,0.18373897616330553,-560
339,0.182820281282489,-426
340,0.18190617987607657,-914
341,0.18099664897669618,-440
342,0.1800916657318127,-1312
343,0.17919120740315364,-552
344,0.17829525136613786,-944
345,0.17740377510930716,-950
346,0.17651675623376062,-558
347,0.1756341724525918,-554
348,0.17475600159032884,-970
349,0.17388222158237718,-936
350,0.1730128104744653,-936
351,0.17214774642209296,-932
352,0.1712870076899825,-942
353,0.17043057265153258,-948
354,0.16957841978827493,-954
355,0.16873052768933355,-168
356,0.1678868750508869,-924
357,0.16704744067563246,-944
358,0.1662122034722543,-1040
359,0.16538114245489302,-924
360,0.16455423674261854,-944
361,0.16373146555890544,-418
362,0.16291280823111093,-924
363,0.16209824418995536,-554
364,0.16128775296900558,-944
365,0.16048131420416054,-412
366,0.15967890763313974,-932
367,0.15888051309497406,-924
368,0.1580861105294992,-938
369,0.1572956799768517,-1198
370,0.15650920157696743,-1358
371,0.1557266555690826,-924
372,0.1549480222912372,-924
373,0.15417328217978102,-364
374,0.1534024157688821,-418
375,0.1526354036900377,-948
376,0.1518722266715875,-948
377,0.15111286553822956,-160
378,0.15035730121053842,-910
379,0.14960551470448571,-296
380,0.14885748713096328,-462
381,0.14811319969530845,-688
382,0.1473726336968319,-548
383,0.14663577052834775,-498
384,0.14590259167570602,-936
385,0.1451730787173275,-864
386,0.14444721332374086,-942
387,0.14372497725712216,-464
388,0.14300635237083656,-440
389,0.14229132060898236,-566
390,0.14157986400593744,-940
391,0.14087196468590776,-448
392,0.14016760486247823,-450
393,0.13946676683816583,-938
394,0.138769433003975,-566
395,0.13807558583895513,-676
396,0.13738520790976036,-464
397,0.13669828187021155,-542
398,0.13601479046086049,-432
399,0.1353347165085562,-426
400,0.1346580429260134,-682
401,0.13398475271138335,-916
402,0.13331482894782642,-928
403,0.13264825480308728,-486
404,0.13198501352907185,-902
405,0.1313250884614265,-472
406,0.13066846301911936,-944
407,0.13001512070402377,-730
408,0.12936504510050365,-932
409,0.12871821987500112,-886
410,0.12807462877562611,-572
411,0.12743425563174798,-928
412,0.12679708435358925,-386
413,0.1261630989318213,-448
414,0.1255322834371622,-946
415,0.12490462201997637,-508
416,0.1242800989098765,-556
417,0.12365869841532712,-678
418,0.12304040492325048,-454
419,0.12242520289863423,-942
420,0.12181307688414106,-664
421,0.12120401149972035,-692
422,0.12059799144222175,-176
423,0.11999500148501063,-922
424,0.11939502647758558,-950
425,0.11879805134519765,-558
426,0.11820406108847166,-558
427,0.1176130407830293,-426
428,0.11702497557911415,-454
429,0.11643985070121858,-430
430,0.11585765144771248,-668
431,0.11527836319047392,-578
432,0.11470197137452155,-450
433,0.11412846151764894,-436
434,0.1135578192100607,-680
435,0.11299003011401039,-908
436,0.11242507996344034,-680
437,0.11186295456362313,-696
438,0.11130363979080501,-686
439,0.11074712159185099,-912
440,0.11019338598389174,-652
441,0.10964241905397228,-942
442,0.10909420695870241,-450
443,0.1085487359239089,-440
444,0.10800599224428936,-678
445,0.10746596228306791,-556
446,0.10692863247165257,-494
447,0.1063939893092943,-1016
448,0.10586201936274783,-936
449,0.10533270926593409,-556
450,0.10480604571960442,-940
451,0.1042820154910064,-444
452,0.10376060541355137,-692
453,0.1032418023864836,-930
454,0.10272559337455119,-920
455,0.10221196540767843,-836
456,0.10170090558064004,-916
457,0.10119240105273684,-446
458,0.10068643904747315,-922
459,0.10018300685223579,-930
460,0.0996820918179746,-556
461,0.09918368135888474,-488
462,0.09868776295209031,-538
463,0.09819432413732986,-496
464,0.09770335251664321,-542
465,0.09721483575406,-960
466,0.09672876157528969,-450
467,0.09624511776741324,-564
468,0.09576389217857617,-498
469,0.09528507271768329,-934
470,0.09480864735409487,-444
471,0.0943346041173244,-670
472,0.09386293109673778,-450
473,0.09339361644125409,-930
474,0.09292664835904782,-446
475,0.09246201511725258,-464
476,0.09199970504166631,-494
477,0.09153970651645797,-930
478,0.09108200798387568,-540
479,0.0906265979439563,-936
480,0.09017346495423652,-930
481,0.08972259762946533,-438
482,0.089273984641318,-942
483,0.0888276147181114,-942
484,0.08838347664452084,-876
485,0.08794155926129824,-684
486,0.08750185146499175,-446
487,0.08706434220766679,-418
488,0.08662902049662846,-676
489,0.08619587539414532,-670
490,0.08576489601717459,-560
491,0.08533607153708872,-560
492,0.08490939117940327,-414
493,0.08448484422350626,-550
494,0.08406242000238873,-552
495,0.08364210790237678,-684
496,0.0832238973628649,-936
497,0.08280777787605056,-552
498,0.08239373898667031,-938
499,0.08198177029173696,-934
500,0.08157186144027828,-914
501,0.0811640021330769,-1038
502,0.08075818212241151,-944
503,0.08035439121179945,-176
504,0.07995261925574046,-490
505,0.07955285615946175,-554
506,0.07915509187866444,-440
507,0.07875931641927113,-464
508,0.07836551983717477,-390
509,0.07797369223798889,-552
510,0.07758382377679894,-660
511,0.07719590465791494,-438
512,0.07680992513462537,-936
513,0.07642587550895225,-688
514,0.07604374613140748,-864
515,0.07566352740075044,-456
516,0.07528520976374668,-946
517,0.07490878371492794,-874
518,0.0745342397963533,-472
519,0.07416156859737154,-674
520,0.07379076075438468,-944
521,0.07342180695061275,-480
522,0.07305469791585968,-702
523,0.07268942442628039,-550
524,0.07232597730414898,-690
525,0.07196434741762824,-684
526,0.0716045256805401,-1206
527,0.0712465030521374,-906
528,0.0708902705368767,-898
529,0.07053581918419231,-486
530,0.07018314008827135,-568
531,0.06983222438783,-464
532,0.06948306326589085,-678
533,0.0691356479495614,-434
534,0.06878996970981359,-462
535,0.06844601986126451,-440
536,0.06810378976195819,-500
537,0.0677632708131484,-566
538,0.06742445445908266,-562
539,0.06708733218678724,-902
540,0.0667518955258533,-572
541,0.06641813604822402,-938
542,0.0660860453679829,-556
543,0.06575561514114299,-932
544,0.06542683706543727,-1406
545,0.06509970288011008,-886
546,0.06477420436570952,-948
547,0.06445033334388098,-938
548,0.06412808167716157,-1050
549,0.06380744126877576,-940
550,0.06348840406243188,-558
551,0.06317096204211972,-924
552,0.06285510723190912,-566
553,0.06254083169574957,-926
554,0.062228127537270826,-946
555,0.06191698689958447,-936
556,0.061607401965086545,-910
557,0.06129936495526111,-938
558,0.0609928681304848,-938
559,0.060687903789832374,-924
560,0.06038446427088321,-926
561,0.06008254194952879,-922
562,0.05978212923978115,-904
563,0.05948321859358224,-610
564,0.05918580250061433,-662
565,0.058889873488111255,-546
566,0.058595424120670696,-890
567,0.05830244700006734,-922
568,0.058010934765067,-946
569,0.05772088009124167,-952
570,0.05743227569078546,-448
571,0.05714511431233153,-384
572,0.05685938874076987,-494
573,0.056575091797066025,-488
574,0.056292216338080694,-546
575,0.05601075525639029,-942
576,0.05573070148010834,-936
577,0.0554520479727078,-934
578,0.05517478773284426,-682
579,0.05489891379418004,-420
580,0.05462441922520914,-938
581,0.0543512971290831,-940
582,0.05407954064343768,-436
583,0.05380914294022049,-910
584,0.05354009722551939,-850
585,0.05327239673939179,-916
586,0.053006034755694834,-674
587,0.052741004581916356,-490
588,0.052477299559006776,-934
589,0.052214913061211746,-670
590,0.05195383849590569,-544
591,0.05169406930342616,-450
592,0.05143559895690903,-496
593,0.051178420962124486,-550
594,0.05092252885731386,-448
595,0.05066791621302729,-550
596,0.05041457663196215,-920
597,0.050162503748802344,-676
598,0.049911691230058335,-576
599,0.04966213277390804,-194
600,0.0494138221100385,-690
601,0.04916675299948831,-934
602,0.04892091923449087,-912
603,0.04867631463831842,-460
604,0.048432933065126825,-1312
605,0.048190768399801194,-600
606,0.04794981455780219,-932
607,0.04771006548501318,-924
608,0.047471515157588115,-488
609,0.047234157581800176,-936
610,0.046997986793891174,-946
611,0.04676299685992172,-922
612,0.04652918187562211,-566
613,0.046296535966244,-670
614,0.046065053286412784,-896
615,0.04583472801998072,-466
616,0.045605554379880814,-434
617,0.04537752660798141,-936
618,0.0451506389749415,-680
619,0.044924885780066794,-580
620,0.04470026135116646,-932
621,0.04447676004441063,-930
622,0.04425437624418858,-552
623,0.04403310436296763,-948
624,0.043812938841152796,-932
625,0.04359387414694703,-456
626,0.043375904776212296,-924
627,0.043159025252331236,-466
628,0.04294323012606958,-930
629,0.04272851397543923,-936
630,0.04251487140556204,-938
631,0.04230229704853423,-746
632,0.04209078556329156,-948
633,0.0418803316354751,-428
634,0.041670929977297724,-562
635,0.04146257532741124,-578
636,0.04125526245077418,-488
637,0.04104898613852031,-488
638,0.04084374120782771,-940
639,0.04063952250178857,-418
640,0.04043632488927963,-932
641,0.04023414326483323,-942
642,0.040032972548509065,-618
643,0.03983280768576652,-684
644,0.03963364364733769,-928
645,0.039435475429100995,-544
646,0.03923829805195549,-558
647,0.03904210656169572,-440
648,0.03884689602888724,-920
649,0.0386526615487428,-934
650,0.03845939824099909,-934
651,0.03826710124979409,-678
652,0.038075765743545126,-688
653,0.0378853869148274,-928
654,0.03769595998025326,-560
655,0.03750748018035199,-556
656,0.037319942779450235,-940
657,0.037133343065552986,-908
658,0.03694767635022522,-924
659,0.036762937968474095,-558
660,0.03657912327863173,-536
661,0.036396227662238566,-660
662,0.03621424652392737,-440
663,0.036033175291307735,-560
664,0.03585300941485119,-934
665,0.035673744367776934,-562
666,0.03549537564593805,-938
667,0.035317898767708356,-908
668,0.03514130927386981,-912
669,0.03496560272750046,-936
670,0.03479077471386296,-912
671,0.03461682084029365,-686
672,0.034443736736092176,-694
673,0.034271518052411715,-606
674,0.034100160462149656,-800
675,0.03392965965983891,-942
676,0.033760011361539714,-930
677,0.03359121130473201,-534
678,0.033423255248208356,-552
679,0.03325613897196732,-558
680,0.03308985827710748,-550
681,0.032924408985721944,-546
682,0.03275978694079333,-560
683,0.032595988006089364,-560
684,0.032433008066058915,-866
685,0.03227084302572862,-810
686,0.032109488810599975,-552
687,0.031948941366546975,-396
688,0.03178919665971424,-546
689,0.03163025067641567,-922
690,0.03147209942303359,-552
691,0.03131473892591842,-546
692,0.031158165231288826,-484
693,0.03100237440513238,-562
694,0.030847362533106718,-900
695,0.030693125720441184,-934
696,0.030539660091838977,-562
697,0.03038696179137978,-546
698,0.030235026982422884,-938
699,0.030083851847510768,-684
700,0.029933432588273214,-926
701,0.029783765425331846,-926
702,0.029634846598205186,-934
703,0.02948667236521416,-944
704,0.029339239003388088,-472
705,0.029192542808371146,-934
706,0.02904658009432929,-952
707,0.028901347193857643,-788
708,0.028756840457888354,-430
709,0.02861305625559891,-648
710,0.028469990974320916,-940
711,0.02832764101944931,-446
712,0.028186002814352063,-948
713,0.0280450728002803,-484
714,0.0279048474362789,-462
715,0.027765323199097504,-552
716,0.027626496583102015,-460
717,0.027488364100186506,-938
718,0.027350922279685573,-924
719,0.027214167668287145,-686
720,0.02707809682994571,-922
721,0.02694270634579598,-614
722,0.026807992814067,-938
723,0.026673952849996664,-936
724,0.02654058308574668,-938
725,0.026407880170317945,-558
726,0.026275840769466357,-566
727,0.026144461565619025,-936
728,0.02601373925779093,-484
729,0.025883670561501974,-556
730,0.025754252208694463,-470
731,0.02562548094765099,-432
732,0.025497353542912736,-932
733,0.02536986677519817,-570
734,0.02524301744132218,-928
735,0.025116802354115567,-932
736,0.024991218342344988,-934
737,0.024866262250633264,-948
738,0.024741930939380097,-562
739,0.024618221284683196,-918
740,0.02449513017825978,-560
741,0.02437265452736848,-540
742,0.024250791254731636,-928
743,0.024129537298457977,-460
744,0.024008889611965685,-476
745,0.023888845163905856,-926
746,0.023769400938086327,-566
747,0.023650553933395897,-930
748,0.023532301163728918,-926
749,0.023414639657910272,-580
750,0.023297566459620722,-464
751,0.023181078627322618,-676
752,0.023065173234186005,-546
753,0.022949847368015076,-474
754,0.022835098131175,-524
755,0.022720922640519125,-944
756,0.02260731802731653,-938
757,0.022494281437179946,-936
758,0.022381810029994047,-458
759,0.022269900979844076,-928
760,0.022158551474944856,-472
761,0.022047758717570132,-558
762,0.021937519923982282,-954
763,0.021827832324362372,-928
764,0.02171869316274056,-490
765,0.021610099696926857,-950
766,0.021502049198442223,-924
767,0.021394538952450012,-682
768,0.02128756625768776,-934
769,0.021181128426399323,-938
770,0.021075222784267326,-686
771,0.020969846670345987,-568
772,0.020864997436994256,-942
773,0.020760672449809284,-696
774,0.020656869087560238,-704
775,0.020553584742122436,-504
776,0.020450816818411825,-644
777,0.020348562734319765,-678
778,0.020246819920648168,-940
779,0.020145585821044927,-552
780,0.020044857891939702,-552
781,0.019944633602480003,-938
782,0.019844910434467605,-548
783,0.019745685882295267,-690
784,0.01964695745288379,-872
785,0.01954872266561937,-488
786,0.019450979052291272,-426
787,0.019353724157029815,-702
788,0.019256955536244666,-942
789,0.019160670758563442,-932
790,0.019064867404770626,-946
791,0.018969543067746772,-936
792,0.018874695352408037,-550
793,0.018780321875645996,-880
794,0.018686420266267767,-924
795,0.018592988164936427,-918
796,0.018500023224111744,-484
797,0.018407523107991184,-934
798,0.01831548549245123,-696
799,0.018223908064988973,-466
800,0.018132788524664028,-498
801,0.018042124582040707,-934
802,0.017951913959130504,-908
803,0.01786215438933485,-174
804,0.017772843617388175,-562
805,0.017683979399301233,-504
806,0.017595559502304726,-484
807,0.0175075817047932,-828
808,0.017420043796269234,-930
809,0.017332943577287888,-438
810,0.01724627885940145,-938
811,0.017160047465104442,-498
812,0.01707424722777892,-552
813,0.016988875991640028,-562
814,0.016903931611681827,-506
815,0.01681941195362342,-680
816,0.016735314893855303,-924
817,0.016651638319386028,-876
818,0.0165683801277891,-916
819,0.016485538227150154,-544
820,0.0164031105360144,-626
821,0.01632109498333433,-562
822,0.016239489508417658,-940
823,0.01615829206087557,-926
824,0.01607750060057119,-498
825,0.015997113097568336,-566
826,0.015917127532080494,-498
827,0.01583754189442009,-474
828,0.01575835418494799,-650
829,0.01567956241402325,-952
830,0.015601164601953134,-456
831,0.015523158778943369,-924
832,0.015445542985048652,-934
833,0.015368315270123408,-550
834,0.01529147369377279,-536
835,0.015215016325303928,-558
836,0.015138941243677408,-566
837,0.01506324653745902,-658
838,0.014987930304771725,-890
839,0.014912990653247866,-546
840,0.014838425699981627,-938
841,0.01476423357148172,-920
842,0.014690412403624311,-944
843,0.01461696034160619,-944
844,0.014543875539898159,-562
845,0.014471156162198668,-942
846,0.014398800381387675,-956
847,0.014326806379480736,-552
848,0.014255172347583332,-938
849,0.014183896485845416,-914
850,0.014112977003416188,-666
851,0.014042412118399107,-560
852,0.013972200057807112,-560
853,0.013902339057518077,-926
854,0.013832827362230486,-472
855,0.013763663225419333,-546
856,0.013694844909292236,-1076
857,0.013626370684745774,-558
858,0.013558238831322046,-876
859,0.013490447637165436,-528
860,0.013422995398979608,-402
861,0.01335588042198471,-438
862,0.013289101019874787,-902
863,0.013222655514775413,-552
864,0.013156542237201536,-884
865,0.013090759526015528,-486
866,0.01302530572838545,-956
867,0.012960179199743523,-494
868,0.012895378303744804,-566
869,0.01283090141222608,-930
870,0.012766746905164949,-934
871,0.012702913170639124,-920
872,0.012639398604785928,-884
873,0.012576201611761997,-922
874,0.012513320603703188,-484
875,0.012450754000684672,-940
876,0.012388500230681249,-532
877,0.012326557729527843,-926
878,0.012264924940880204,-690
879,0.012203600316175803,-390
880,0.012142582314594924,-482
881,0.01208186940302195,-946
882,0.01202146005600684,-562
883,0.011961352755726806,-556
884,0.01190154599194817,-678
885,0.01184203826198843,-926
886,0.011782828070678488,-498
887,0.011723913930325095,-470
888,0.01166529436067347,-666
889,0.011606967888870102,-696
890,0.01154893304942575,-556
891,0.011491188384178622,-498
892,0.011433732442257729,-926
893,0.01137656378004644,-844
894,0.011319680961146208,-918
895,0.011263082556340478,-684
896,0.011206767143558775,-946
897,0.011150733307840981,-936
898,0.011094979641301777,-496
899,0.011039504743095268,-940
900,0.01098430721937979,-572
901,0.010929385683282892,-664
902,0.010874738754866477,-944
903,0.010820365061092144,-928
904,0.010766263235786683,-920
905,0.01071243191960775,-488
906,0.010658869760009713,-908
907,0.010605575411209664,-682
908,0.010552547534153616,-554
909,0.010499784796482848,-934
910,0.010447285872500434,-612
911,0.01039504944313793,-538
912,0.010343074195922241,-448
913,0.01029135882494263,-694
914,0.010239902030817916,-468
915,0.010188702520663827,-952
916,0.010137759008060509,-562
917,0.010087070213020206,-556
918,0.010036634861955105,-946
919,0.00998645168764533,-554
920,0.009936519429207103,-548
921,0.009886836832061067,-948
922,0.009837402647900761,-462
923,0.009788215634661257,-610
924,0.00973927455648795,-918
925,0.009690578183705511,-912
926,0.009642125292786984,-942
927,0.009593914666323049,-810
928,0.009545945092991434,-446
929,0.009498215367526477,-800
930,0.009450724290688845,-934
931,0.0094034706692354,-946
932,0.009356453315889223,-944
933,0.009309671049309777,-558
934,0.009263122694063227,-496
935,0.009216807080592911,-952
936,0.009170723045189946,-912
937,0.009124869429963996,-432
938,0.009079245082814175,-564
939,0.009033848857400105,-566
940,0.008988679613113105,-560
941,0.00894373621504754,-494
942,0.008899017533972303,-934
943,0.008854522446302441,-548
944,0.00881024983407093,-548
945,0.008766198584900575,-484
946,0.008722367591976072,-484
947,0.008678755754016191,-936
948,0.00863536197524611,-684
949,0.00859218516536988,-886
950,0.00854922423954303,-552
951,0.008506478118345316,-928
952,0.008463945727753589,-938
953,0.00842162599911482,-936
954,0.008379517869119247,-472
955,0.008337620279773651,-940
956,0.008295932178374783,-610
957,0.008254452517482908,-548
958,0.008213180254895494,-486
959,0.008172114353621017,-482
960,0.008131253781852912,-566
961,0.008090597512943647,-932
962,0.008050144525378928,-932
963,0.008009893802752034,-674
964,0.007969844333738273,-546
965,0.007929995112069581,-676
966,0.007890345136509233,-974
967,0.007850893410826686,-926
968,0.007811638943772553,-942
969,0.00777258074905369,-468
970,0.0077337178453084215,-926
971,0.0076950492560818795,-484
972,0.00765657400980147,-880
973,0.007618291139752462,-660
974,0.0075801996840537,-908
975,0.007542298685633431,-918
976,0.007504587192205264,-496
977,0.0074670642562442375,-938
978,0.007429728934963016,-548
979,0.007392580290288201,-484
980,0.00735561738883676,-934
981,0.007318839301892576,-912
982,0.0072822451053831125,-876
983,0.007245833879856197,-552
984,0.007209604710456916,-558
985,0.0071735566869046315,-944
986,0.007137688903470108,-936
987,0.0071020004589527575,-880
988,0.0070664904566579935,-484
989,0.007031158004374704,-950
990,0.00699600221435283,-556
991,0.0069610222032810655,-912
992,0.0069262170922646605,-936
993,0.006891586006803337,-452
994,0.006857128076769321,-928
995,0.006822842436385474,-946
